id,item,related,confidence,lift
959,dairy-foods,"bread-and-cake,fruit",0.591726619,1.177851695
962,dairy-foods,"bread-and-cake,vegetables",0.579136691,1.165833913
1140,dairy-foods,"fruit,vegetables",0.567745803,1.190028132
960,dairy-foods,"bread-and-cake,milk-cream",0.564148681,1.11718827
349,dairy-foods,margarine,0.56294964,1.138201502
696,dairy-foods,"baking-needs,bread-and-cake",0.558752998,1.17973134
352,dairy-foods,sauces-gravy-pkle,0.552158273,1.160510755
839,dairy-foods,"biscuits,bread-and-cake",0.549760192,1.221513279
353,dairy-foods,tissues-paper-prd,0.54616307,1.124911113
958,dairy-foods,"bread-and-cake,frozen-foods",0.545563549,1.185985422
1139,dairy-foods,"fruit,milk-cream",0.51558753,1.170892447
883,dairy-foods,"biscuits,fruit",0.505395683,1.273398928
961,dairy-foods,"bread-and-cake,party-snack-foods",0.504196643,1.290765727
1141,dairy-foods,"milk-cream,vegetables",0.502398082,1.147700506
178,dental-needs,bread-and-cake,0.779135338,1.082691522
40,dental-needs,baking-needs,0.718045113,1.18843531
355,dental-needs,frozen-foods,0.694548872,1.182983462
124,dental-needs,biscuits,0.678571429,1.205480579
363,dental-needs,vegetables,0.671052632,1.048392257
356,dental-needs,fruit,0.670112782,1.046923921
362,dental-needs,tissues-paper-prd,0.648496241,1.335682818
359,dental-needs,milk-cream,0.644736842,1.015164272
357,dental-needs,juice-sat-cord-ms,0.612781955,1.151392901
360,dental-needs,party-snack-foods,0.605263158,1.20221012
358,dental-needs,margarine,0.587406015,1.1876487
361,dental-needs,sauces-gravy-pkle,0.585526316,1.23064277
697,dental-needs,"baking-needs,bread-and-cake",0.578947368,1.222369022
963,dental-needs,"bread-and-cake,frozen-foods",0.561090226,1.219738432
